je_id,line_no,posting_date,account,debit,credit,memo,source,ref,cost_center,product,customer_id,vendor_id,period
REV-202606-0002,19,2026-06-30,2400,13000.00,0.00,Deferred release C015 2026-06,R2R-REV,DEF-C015,CC-400,PL-SAAS,C015,,2026-06
REV-202606-0002,20,2026-06-30,4100,0.00,13000.00,SaaS revenue C015 2026-06,R2R-REV,DEF-C015,CC-400,PL-SAAS,C015,,2026-06
REV-202606-0002,21,2026-06-30,2400,9000.00,0.00,Deferred release C020 2026-06,R2R-REV,DEF-C020,CC-400,PL-SAAS,C020,,2026-06
REV-202606-0002,22,2026-06-30,4100,0.00,9000.00,SaaS revenue C020 2026-06,R2R-REV,DEF-C020,CC-400,PL-SAAS,C020,,2026-06
REV-202606-0002,23,2026-06-30,2400,7500.00,0.00,Deferred release C024 2026-06,R2R-REV,DEF-C024,CC-400,PL-SAAS,C024,,2026-06
REV-202606-0002,24,2026-06-30,4100,0.00,7500.00,SaaS revenue C024 2026-06,R2R-REV,DEF-C024,CC-400,PL-SAAS,C024,,2026-06
AR-202606-0003,1,2026-06-01,1100,60000.00,0.00,Bill C008 annual SaaS,O2C,INV-2026-0001,CC-400,PL-SAAS,C008,,2026-06
AR-202606-0003,2,2026-06-01,2400,0.00,60000.00,Defer C008 annual SaaS,O2C,INV-2026-0001,CC-400,PL-SAAS,C008,,2026-06
AR-202606-0004,1,2026-06-30,1100,6500.00,0.00,Monthly SaaS bill C007,O2C,INV-2026-0002,CC-400,PL-SAAS,C007,,2026-06
AR-202606-0004,2,2026-06-30,4100,0.00,6500.00,Monthly SaaS rev C007,O2C,INV-2026-0002,CC-400,PL-SAAS,C007,,2026-06
AR-202606-0005,1,2026-06-30,1100,4200.00,0.00,Monthly SaaS bill C009,O2C,INV-2026-0003,CC-400,PL-SAAS,C009,,2026-06
AR-202606-0005,2,2026-06-30,4100,0.00,4200.00,Monthly SaaS rev C009,O2C,INV-2026-0003,CC-400,PL-SAAS,C009,,2026-06
AR-202606-0006,1,2026-06-30,1100,7800.00,0.00,Monthly SaaS bill C010,O2C,INV-2026-0004,CC-400,PL-SAAS,C010,,2026-06
AR-202606-0006,2,2026-06-30,4100,0.00,7800.00,Monthly SaaS rev C010,O2C,INV-2026-0004,CC-400,PL-SAAS,C010,,2026-06
AR-202606-0007,1,2026-06-30,1100,9100.00,0.00,Monthly SaaS bill C012,O2C,INV-2026-0005,CC-400,PL-SAAS,C012,,2026-06
AR-202606-0007,2,2026-06-30,4100,0.00,9100.00,Monthly SaaS rev C012,O2C,INV-2026-0005,CC-400,PL-SAAS,C012,,2026-06
AR-202606-0008,1,2026-06-30,1100,3500.00,0.00,Monthly SaaS bill C013,O2C,INV-2026-0006,CC-400,PL-SAAS,C013,,2026-06
AR-202606-0008,2,2026-06-30,4100,0.00,3500.00,Monthly SaaS rev C013,O2C,INV-2026-0006,CC-400,PL-SAAS,C013,,2026-06
AR-202606-0009,1,2026-06-30,1100,5600.00,0.00,Monthly SaaS bill C016,O2C,INV-2026-0007,CC-400,PL-SAAS,C016,,2026-06
AR-202606-0009,2,2026-06-30,4100,0.00,5600.00,Monthly SaaS rev C016,O2C,INV-2026-0007,CC-400,PL-SAAS,C016,,2026-06
AR-202606-0010,1,2026-06-30,1100,4800.00,0.00,Monthly SaaS bill C017,O2C,INV-2026-0008,CC-400,PL-SAAS,C017,,2026-06
AR-202606-0010,2,2026-06-30,4100,0.00,4800.00,Monthly SaaS rev C017,O2C,INV-2026-0008,CC-400,PL-SAAS,C017,,2026-06
AR-202606-0011,1,2026-06-30,1100,6200.00,0.00,Monthly SaaS bill C018,O2C,INV-2026-0009,CC-400,PL-SAAS,C018,,2026-06
AR-202606-0011,2,2026-06-30,4100,0.00,6200.00,Monthly SaaS rev C018,O2C,INV-2026-0009,CC-400,PL-SAAS,C018,,2026-06
AR-202606-0012,1,2026-06-30,1100,5400.00,0.00,Monthly SaaS bill C019,O2C,INV-2026-0010,CC-400,PL-SAAS,C019,,2026-06
AR-202606-0012,2,2026-06-30,4100,0.00,5400.00,Monthly SaaS rev C019,O2C,INV-2026-0010,CC-400,PL-SAAS,C019,,2026-06
AR-202606-0013,1,2026-06-30,1100,11000.00,0.00,Monthly SaaS bill C021,O2C,INV-2026-0011,CC-400,PL-SAAS,C021,,2026-06
AR-202606-0013,2,2026-06-30,4100,0.00,11000.00,Monthly SaaS rev C021,O2C,INV-2026-0011,CC-400,PL-SAAS,C021,,2026-06
AR-202606-0014,1,2026-06-30,1100,8700.00,0.00,Monthly SaaS bill C022,O2C,INV-2026-0012,CC-400,PL-SAAS,C022,,2026-06
AR-202606-0014,2,2026-06-30,4100,0.00,8700.00,Monthly SaaS rev C022,O2C,INV-2026-0012,CC-400,PL-SAAS,C022,,2026-06
AR-202606-0015,1,2026-06-30,1100,2900.00,0.00,Monthly SaaS bill C023,O2C,INV-2026-0013,CC-400,PL-SAAS,C023,,2026-06
AR-202606-0015,2,2026-06-30,4100,0.00,2900.00,Monthly SaaS rev C023,O2C,INV-2026-0013,CC-400,PL-SAAS,C023,,2026-06
AR-202606-0016,1,2026-06-30,1100,4100.00,0.00,Monthly SaaS bill C025,O2C,INV-2026-0014,CC-400,PL-SAAS,C025,,2026-06
AR-202606-0016,2,2026-06-30,4100,0.00,4100.00,Monthly SaaS rev C025,O2C,INV-2026-0014,CC-400,PL-SAAS,C025,,2026-06
AR-202606-0017,1,2026-06-25,1100,28000.00,0.00,Implementation milestone 3,O2C,INV-2026-0015,CC-500,PL-SVC,C001,,2026-06
AR-202606-0017,2,2026-06-25,4200,0.00,28000.00,Implementation milestone 3,O2C,INV-2026-0015,CC-500,PL-SVC,C001,,2026-06
AR-202606-0018,1,2026-06-25,1100,15500.00,0.00,Integration T&M June,O2C,INV-2026-0016,CC-500,PL-SVC,C003,,2026-06
AR-202606-0018,2,2026-06-25,4200,0.00,15500.00,Integration T&M June,O2C,INV-2026-0016,CC-500,PL-SVC,C003,,2026-06
AR-202606-0019,1,2026-06-25,1100,22000.00,0.00,Data migration milestone,O2C,INV-2026-0017,CC-500,PL-SVC,C014,,2026-06
AR-202606-0019,2,2026-06-25,4200,0.00,22000.00,Data migration milestone,O2C,INV-2026-0017,CC-500,PL-SVC,C014,,2026-06
AR-202606-0020,1,2026-06-25,1100,9800.00,0.00,Advisory T&M,O2C,INV-2026-0018,CC-500,PL-SVC,C006,,2026-06
AR-202606-0020,2,2026-06-25,4200,0.00,9800.00,Advisory T&M,O2C,INV-2026-0018,CC-500,PL-SVC,C006,,2026-06
AR-202606-0021,1,2026-06-25,1100,12500.00,0.00,Training package,O2C,INV-2026-0019,CC-500,PL-SVC,C020,,2026-06
AR-202606-0021,2,2026-06-25,4200,0.00,12500.00,Training package,O2C,INV-2026-0019,CC-500,PL-SVC,C020,,2026-06
REV-202606-0022,1,2026-06-30,1200,8500.00,0.00,Unbilled advisory hours,R2R-ACCR,PRJ-1190,CC-500,PL-SVC,C011,,2026-06
REV-202606-0022,2,2026-06-30,4200,0.00,8500.00,Unbilled advisory hours,R2R-ACCR,PRJ-1190,CC-500,PL-SVC,C011,,2026-06
REV-202606-0022,3,2026-06-30,1200,6200.00,0.00,Unbilled implementation,R2R-ACCR,PRJ-1220,CC-500,PL-SVC,C024,,2026-06
REV-202606-0022,4,2026-06-30,4200,0.00,6200.00,Unbilled implementation,R2R-ACCR,PRJ-1220,CC-500,PL-SVC,C024,,2026-06
AR-202606-0023,1,2026-06-05,1100,12000.00,0.00,Bill prior unbilled,O2C,INV-2026-0020,CC-500,PL-SVC,C002,,2026-06
AR-202606-0023,2,2026-06-05,1200,0.00,12000.00,Clear unbilled,O2C,INV-2026-0020,CC-500,PL-SVC,C002,,2026-06
AR-202606-0024,1,2026-06-05,1100,10000.00,0.00,Bill prior unbilled,O2C,INV-2026-0021,CC-500,PL-SVC,C015,,2026-06
AR-202606-0024,2,2026-06-05,1200,0.00,10000.00,Clear unbilled,O2C,INV-2026-0021,CC-500,PL-SVC,C015,,2026-06
CA-202606-0025,1,2026-06-08,1010,45000.00,0.00,Cash app C001,O2C-CASH,RCPT-2026-0001,,,C001,,2026-06
CA-202606-0025,2,2026-06-08,1100,0.00,45000.00,Cash app C001,O2C-CASH,RCPT-2026-0001,,,C001,,2026-06
CA-202606-0026,1,2026-06-10,1010,54000.00,0.00,Cash app C002,O2C-CASH,RCPT-2026-0002,,,C002,,2026-06
CA-202606-0026,2,2026-06-10,1100,0.00,54000.00,Cash app C002,O2C-CASH,RCPT-2026-0002,,,C002,,2026-06
CA-202606-0027,1,2026-06-12,1010,32000.00,0.00,Cash app C003,O2C-CASH,RCPT-2026-0003,,,C003,,2026-06
CA-202606-0027,2,2026-06-12,1100,0.00,32000.00,Cash app C003,O2C-CASH,RCPT-2026-0003,,,C003,,2026-06
CA-202606-0028,1,2026-06-14,1010,28000.00,0.00,Cash app C005,O2C-CASH,RCPT-2026-0004,,,C005,,2026-06
CA-202606-0028,2,2026-06-14,1100,0.00,28000.00,Cash app C005,O2C-CASH,RCPT-2026-0004,,,C005,,2026-06
CA-202606-0029,1,2026-06-18,1010,40000.00,0.00,Cash app C006,O2C-CASH,RCPT-2026-0005,,,C006,,2026-06
CA-202606-0029,2,2026-06-18,1100,0.00,40000.00,Cash app C006,O2C-CASH,RCPT-2026-0005,,,C006,,2026-06
CA-202606-0030,1,2026-06-20,1010,35000.00,0.00,Cash app C011,O2C-CASH,RCPT-2026-0006,,,C011,,2026-06
CA-202606-0030,2,2026-06-20,1100,0.00,35000.00,Cash app C011,O2C-CASH,RCPT-2026-0006,,,C011,,2026-06
CA-202606-0031,1,2026-06-22,1010,38000.00,0.00,Cash app C015,O2C-CASH,RCPT-2026-0007,,,C015,,2026-06
CA-202606-0031,2,2026-06-22,1100,0.00,38000.00,Cash app C015,O2C-CASH,RCPT-2026-0007,,,C015,,2026-06
CA-202606-0032,1,2026-06-24,1010,22000.00,0.00,Cash app C004,O2C-CASH,RCPT-2026-0008,,,C004,,2026-06
CA-202606-0032,2,2026-06-24,1100,0.00,22000.00,Cash app C004,O2C-CASH,RCPT-2026-0008,,,C004,,2026-06
CA-202606-0033,1,2026-06-26,1010,18000.00,0.00,Cash app C014,O2C-CASH,RCPT-2026-0009,,,C014,,2026-06
CA-202606-0033,2,2026-06-26,1100,0.00,18000.00,Cash app C014,O2C-CASH,RCPT-2026-0009,,,C014,,2026-06
CA-202606-0034,1,2026-06-28,1010,60000.00,0.00,Cash app C008,O2C-CASH,RCPT-2026-0010,,,C008,,2026-06
CA-202606-0034,2,2026-06-28,1100,0.00,60000.00,Cash app C008,O2C-CASH,RCPT-2026-0010,,,C008,,2026-06
CA-202606-0035,1,2026-06-29,1010,15000.00,0.00,Cash app C020,O2C-CASH,RCPT-2026-0011,,,C020,,2026-06
CA-202606-0035,2,2026-06-29,1100,0.00,15000.00,Cash app C020,O2C-CASH,RCPT-2026-0011,,,C020,,2026-06
AP-202606-0036,1,2026-06-05,5100,48500.00,0.00,AWS-style hosting June usage,P2P,APINV-2026-0001,CC-200,,,V001,2026-06
AP-202606-0036,2,2026-06-05,2100,0.00,48500.00,AWS-style hosting June usage,P2P,APINV-2026-0001,CC-200,,,V001,2026-06
AP-202606-0037,1,2026-06-08,6400,18500.00,0.00,Demand gen campaign June,P2P,APINV-2026-0002,CC-700,,,V003,2026-06
AP-202606-0037,2,2026-06-08,2100,0.00,18500.00,Demand gen campaign June,P2P,APINV-2026-0002,CC-700,,,V003,2026-06
AP-202606-0038,1,2026-06-10,6700,9200.00,0.00,Contract review retainer,P2P,APINV-2026-0003,CC-600,,,V006,2026-06
AP-202606-0038,2,2026-06-10,2100,0.00,9200.00,Contract review retainer,P2P,APINV-2026-0003,CC-600,,,V006,2026-06
AP-202606-0039,1,2026-06-12,6300,7600.00,0.00,Managed security June,P2P,APINV-2026-0004,CC-200,,,V009,2026-06
AP-202606-0039,2,2026-06-12,2100,0.00,7600.00,Managed security June,P2P,APINV-2026-0004,CC-200,,,V009,2026-06
AP-202606-0040,1,2026-06-15,6450,4300.00,0.00,Sales travel,P2P,APINV-2026-0005,CC-300,,,V008,2026-06
AP-202606-0040,2,2026-06-15,2100,0.00,4300.00,Sales travel,P2P,APINV-2026-0005,CC-300,,,V008,2026-06
AP-202606-0041,1,2026-06-16,6550,1200.00,0.00,Office supplies,P2P,APINV-2026-0006,CC-600,,,V010,2026-06
AP-202606-0041,2,2026-06-16,2100,0.00,1200.00,Office supplies,P2P,APINV-2026-0006,CC-600,,,V010,2026-06
AP-202606-0042,1,2026-06-18,6550,2800.00,0.00,Utilities June,P2P,APINV-2026-0007,CC-600,,,V013,2026-06
AP-202606-0042,2,2026-06-18,2100,0.00,2800.00,Utilities June,P2P,APINV-2026-0007,CC-600,,,V013,2026-06
AP-202606-0043,1,2026-06-20,6300,5400.00,0.00,Analytics seats,P2P,APINV-2026-0008,CC-200,,,V011,2026-06
AP-202606-0043,2,2026-06-20,2100,0.00,5400.00,Analytics seats,P2P,APINV-2026-0008,CC-200,,,V011,2026-06
AP-202606-0044,1,2026-06-22,6100,15000.00,0.00,Exec search fee,P2P,APINV-2026-0009,CC-100,,,V012,2026-06
AP-202606-0044,2,2026-06-22,2100,0.00,15000.00,Exec search fee,P2P,APINV-2026-0009,CC-100,,,V012,2026-06
AP-202606-0045,1,2026-06-24,6900,900.00,0.00,Courier,P2P,APINV-2026-0010,CC-600,,,V017,2026-06
AP-202606-0045,2,2026-06-24,2100,0.00,900.00,Courier,P2P,APINV-2026-0010,CC-600,,,V017,2026-06
AP-202606-0046,1,2026-06-25,6550,1600.00,0.00,All-hands catering,P2P,APINV-2026-0011,CC-100,,,V018,2026-06
AP-202606-0046,2,2026-06-25,2100,0.00,1600.00,All-hands catering,P2P,APINV-2026-0011,CC-100,,,V018,2026-06
AP-202606-0047,1,2026-06-27,6700,12000.00,0.00,Interim audit work,P2P,APINV-2026-0012,CC-600,,,V014,2026-06
AP-202606-0047,2,2026-06-27,2100,0.00,12000.00,Interim audit work,P2P,APINV-2026-0012,CC-600,,,V014,2026-06
AP-202606-0048,1,2026-06-07,1400,9600.00,0.00,4 laptops capitalized,P2P,APINV-2026-0013,CC-200,,,V005,2026-06
AP-202606-0048,2,2026-06-07,2100,0.00,9600.00,4 laptops capitalized,P2P,APINV-2026-0013,CC-200,,,V005,2026-06
AP-202606-0049,1,2026-06-01,1300,36000.00,0.00,CRM prepaid,P2P,APINV-2026-0014,CC-300,,,V002,2026-06
AP-202606-0049,2,2026-06-01,2100,0.00,36000.00,CRM prepaid,P2P,APINV-2026-0014,CC-300,,,V002,2026-06
AP-202606-0050,1,2026-06-01,6550,22000.00,0.00,June rent,P2P,APINV-2026-0015,CC-600,,,V004,2026-06
AP-202606-0050,2,2026-06-01,2100,0.00,22000.00,June rent,P2P,APINV-2026-0015,CC-600,,,V004,2026-06
PAY-202606-0051,1,2026-06-05,2100,42000.00,0.00,Prior hosting,P2P-PAY,APPAY-2026-0001,,,,V001,2026-06
PAY-202606-0051,2,2026-06-05,1010,0.00,42000.00,Prior hosting,P2P-PAY,APPAY-2026-0001,,,,V001,2026-06
PAY-202606-0052,1,2026-06-07,2100,15000.00,0.00,Prior marketing,P2P-PAY,APPAY-2026-0002,,,,V003,2026-06
PAY-202606-0052,2,2026-06-07,1010,0.00,15000.00,Prior marketing,P2P-PAY,APPAY-2026-0002,,,,V003,2026-06
PAY-202606-0053,1,2026-06-01,2100,22000.00,0.00,June rent,P2P-PAY,APPAY-2026-0003,,,,V004,2026-06
PAY-202606-0053,2,2026-06-01,1010,0.00,22000.00,June rent,P2P-PAY,APPAY-2026-0003,,,,V004,2026-06
PAY-202606-0054,1,2026-06-03,2100,36000.00,0.00,CRM annual,P2P-PAY,APPAY-2026-0004,,,,V002,2026-06
PAY-202606-0054,2,2026-06-03,1010,0.00,36000.00,CRM annual,P2P-PAY,APPAY-2026-0004,,,,V002,2026-06
PAY-202606-0055,1,2026-06-11,2100,8000.00,0.00,Prior legal,P2P-PAY,APPAY-2026-0005,,,,V006,2026-06
PAY-202606-0055,2,2026-06-11,1010,0.00,8000.00,Prior legal,P2P-PAY,APPAY-2026-0005,,,,V006,2026-06
PAY-202606-0056,1,2026-06-14,2100,7000.00,0.00,Prior security,P2P-PAY,APPAY-2026-0006,,,,V009,2026-06
PAY-202606-0056,2,2026-06-14,1010,0.00,7000.00,Prior security,P2P-PAY,APPAY-2026-0006,,,,V009,2026-06
PAY-202606-0057,1,2026-06-17,2100,2500.00,0.00,Prior supplies,P2P-PAY,APPAY-2026-0007,,,,V010,2026-06
PAY-202606-0057,2,2026-06-17,1010,0.00,2500.00,Prior supplies,P2P-PAY,APPAY-2026-0007,,,,V010,2026-06
PAY-202606-0058,1,2026-06-21,2100,10000.00,0.00,Prior audit,P2P-PAY,APPAY-2026-0008,,,,V014,2026-06
PAY-202606-0058,2,2026-06-21,1010,0.00,10000.00,Prior audit,P2P-PAY,APPAY-2026-0008,,,,V014,2026-06
PAY-202606-0059,1,2026-06-28,2100,9600.00,0.00,Laptops,P2P-PAY,APPAY-2026-0009,,,,V005,2026-06
PAY-202606-0059,2,2026-06-28,1010,0.00,9600.00,Laptops,P2P-PAY,APPAY-2026-0009,,,,V005,2026-06
PAY-202606-0060,1,2026-06-25,2100,4000.00,0.00,Prior analytics,P2P-PAY,APPAY-2026-0010,,,,V011,2026-06
PAY-202606-0060,2,2026-06-25,1010,0.00,4000.00,Prior analytics,P2P-PAY,APPAY-2026-0010,,,,V011,2026-06
PR-202606-0061,1,2026-06-15,6100,318500.00,0.00,June salaries,H2R,PR-2026-06,CC-600,,,,2026-06
PR-202606-0061,2,2026-06-15,6110,24365.25,0.00,June employer taxes,H2R,PR-2026-06,CC-600,,,,2026-06
PR-202606-0061,3,2026-06-15,2300,0.00,342865.25,June payroll accrual,H2R,PR-2026-06,CC-600,,,,2026-06
PR-202606-0062,1,2026-06-16,2300,342865.25,0.00,Fund June payroll,H2R,PR-FUND-06,CC-600,,,,2026-06
PR-202606-0062,2,2026-06-16,1020,0.00,342865.25,Fund June payroll,H2R,PR-FUND-06,CC-600,,,,2026-06
TR-202606-0063,1,2026-06-14,1020,450000.00,0.00,Fund payroll account,TREASURY,XFER-0614,,,,,2026-06
TR-202606-0063,2,2026-06-14,1010,0.00,450000.00,Fund payroll account,TREASURY,XFER-0614,,,,,2026-06
ACC-202606-0064,1,2026-06-30,6120,25000.00,0.00,Q2 bonus accrual,R2R-ACCR,BONUS-Q2,CC-100,,,,2026-06
ACC-202606-0064,2,2026-06-30,2200,0.00,25000.00,Q2 bonus accrual,R2R-ACCR,BONUS-Q2,CC-100,,,,2026-06
ACC-202606-0065,1,2026-06-01,2200,42000.00,0.00,Reverse May accruals,R2R-ACCR,REV-MAY-ACC,,,,,2026-06
ACC-202606-0065,2,2026-06-01,6400,0.00,12000.00,Reverse May mkt accrual,R2R-ACCR,REV-MAY-ACC,CC-700,,,,2026-06
ACC-202606-0065,3,2026-06-01,6700,0.00,10000.00,Reverse May legal accrual,R2R-ACCR,REV-MAY-ACC,CC-600,,,,2026-06
ACC-202606-0065,4,2026-06-01,5100,0.00,20000.00,Reverse May hosting accrual,R2R-ACCR,REV-MAY-ACC,CC-200,,,,2026-06
ACC-202606-0066,1,2026-06-30,5100,5200.00,0.00,Hosting late usage estimate,R2R-ACCR,ACC-V001,CC-200,,,V001,2026-06
ACC-202606-0066,2,2026-06-30,2200,0.00,5200.00,Hosting late usage estimate,R2R-ACCR,ACC-V001,CC-200,,,V001,2026-06
ACC-202606-0066,3,2026-06-30,6400,7500.00,0.00,Agency work not yet invoiced,R2R-ACCR,ACC-V003,CC-700,,,V003,2026-06
ACC-202606-0066,4,2026-06-30,2200,0.00,7500.00,Agency work not yet invoiced,R2R-ACCR,ACC-V003,CC-700,,,V003,2026-06
ACC-202606-0066,5,2026-06-30,6700,4000.00,0.00,Legal work in progress,R2R-ACCR,ACC-V006,CC-600,,,V006,2026-06
ACC-202606-0066,6,2026-06-30,2200,0.00,4000.00,Legal work in progress,R2R-ACCR,ACC-V006,CC-600,,,V006,2026-06
ACC-202606-0066,7,2026-06-30,6450,2100.00,0.00,Unsubmitted T&E,R2R-ACCR,ACC-V008,CC-300,,,V008,2026-06
ACC-202606-0066,8,2026-06-30,2200,0.00,2100.00,Unsubmitted T&E,R2R-ACCR,ACC-V008,CC-300,,,V008,2026-06
PRE-202606-0067,1,2026-06-30,6300,7000.00,0.00,Amortize prepaid software,R2R-PRE,PRE-AMORT,CC-300,,,,2026-06
PRE-202606-0067,2,2026-06-30,1300,0.00,7000.00,Amortize prepaid software,R2R-PRE,PRE-AMORT,CC-300,,,,2026-06
FA-202606-0068,1,2026-06-30,6500,5738.89,0.00,June depreciation,R2R-FA,DEP-2026-06,CC-600,,,,2026-06
FA-202606-0068,2,2026-06-30,1450,0.00,5738.89,June depreciation,R2R-FA,DEP-2026-06,CC-600,,,,2026-06
EST-202606-0069,1,2026-06-30,6600,1500.00,0.00,Bad debt reserve true-up,R2R-EST,ADA-2026-06,CC-600,,,,2026-06
EST-202606-0069,2,2026-06-30,1150,0.00,1500.00,Bad debt reserve true-up,R2R-EST,ADA-2026-06,CC-600,,,,2026-06
CA-202606-0070,1,2026-06-30,1010,12500.00,0.00,DIT receipt C012,O2C-CASH,RCPT-2026-0012,,,C012,,2026-06
CA-202606-0070,2,2026-06-30,1100,0.00,12500.00,DIT receipt C012,O2C-CASH,RCPT-2026-0012,,,C012,,2026-06
PAY-202606-0071,1,2026-06-25,2100,1600.00,0.00,Catering payment,P2P-PAY,APPAY-2026-0011,,,,V018,2026-06
PAY-202606-0071,2,2026-06-25,1010,0.00,1600.00,Catering payment,P2P-PAY,APPAY-2026-0011,,,,V018,2026-06
TR-202606-0072,1,2026-06-30,1010,420.00,0.00,Bank interest,TREASURY,INT-JUN,,,,,2026-06
TR-202606-0072,2,2026-06-30,7100,0.00,420.00,Bank interest,TREASURY,INT-JUN,,,,,2026-06
